monthly_gross_income,statutory_deductions,monthly_net_income,declared_living_expenses,minimum_expense_norm,living_expenses_used,existing_debt_repayments,maintenance_obligations,discretionary_income_before_new_credit,requested_credit_amount,loan_term_months,annual_interest_rate_assumption,proposed_installment,remaining_after_proposed_credit,number_existing_credit_accounts,missed_payments_12m,arrears_amount,defaults_history,employment_months,income_variability_pct,savings_amount,credit_utilisation_pct,affordability_pass,synthetic_risk_probability,faircredit_readiness_score,credit_risk
9708.5,374.35,9334.15,5063.62,1479.14,5063.62,1079.5,0.0,3191.03,8603.3,24,0.2411,455.34,2735.69,0,2,0.0,0,14,13.1,1826.34,72.9,1,0.6852,31,1
18953.23,1090.41,17862.82,8271.33,2311.17,8271.33,2434.04,0.0,7157.45,44689.47,12,0.1862,4110.23,3047.22,1,0,0.0,0,33,12.7,2165.47,36.9,1,0.4283,57,0
49432.46,5822.78,43609.68,19926.3,4858.84,19926.3,4727.05,0.0,18956.33,99714.22,36,0.19,3655.09,15301.24,2,1,0.0,0,100,0.8,8423.62,34.3,1,0.248,75,1
9570.1,392.2,9177.9,2697.09,1466.69,2697.09,716.29,718.32,5046.2,5314.01,18,0.2731,363.11,4683.09,0,0,0.0,0,65,7.5,7781.82,30.0,1,0.1525,85,0
12934.26,536.83,12397.43,4589.89,1769.46,4589.89,178.0,993.59,6635.95,3437.22,60,0.3092,113.16,6522.79,0,1,0.0,0,30,15.7,3683.7,29.3,1,0.1533,85,0
17056.57,1119.21,15937.36,4751.21,2140.47,4751.21,2013.42,0.0,9172.73,34121.6,18,0.1435,2118.31,7054.42,1,1,0.0,0,61,6.7,17345.79,26.7,1,0.2094,79,0
48457.67,5474.3,42983.37,20369.56,4778.91,20369.56,11132.46,2502.88,8978.47,67782.58,36,0.2909,2843.65,6134.82,4,1,0.0,0,62,4.9,8302.55,59.7,1,0.5312,47,1
3824.29,72.24,3752.05,972.05,1004.14,1004.14,288.12,0.0,2459.79,2847.7,12,0.3165,279.94,2179.85,1,0,0.0,0,23,21.4,113.1,20.3,1,0.3099,69,1
39606.21,3807.14,35799.07,11806.51,4053.09,11806.51,3432.11,0.0,20560.45,46715.27,24,0.2006,2379.04,18181.41,1,1,0.0,0,61,11.3,30787.27,23.9,1,0.2932,71,0
22590.3,1876.0,20714.3,6920.07,2638.51,6920.07,2645.25,0.0,11148.98,62155.84,24,0.2714,3384.44,7764.54,0,1,0.0,0,33,12.9,4584.75,49.8,1,0.4415,56,0
14251.48,633.56,13617.92,6010.43,1888.01,6010.43,1596.37,0.0,6011.12,36441.05,12,0.2313,3430.46,2580.66,1,0,10916.06,0,38,2.9,10740.37,29.8,1,0.3601,64,0
3200.27,53.0,3147.27,954.17,962.02,962.02,198.43,0.0,1986.82,5690.98,60,0.2691,173.48,1813.34,0,1,934.87,0,31,30.7,420.69,12.2,1,0.3465,65,0
21116.59,856.29,20260.3,7763.86,2505.87,7763.86,2188.57,0.0,10307.87,30885.64,12,0.32,3041.42,7266.45,0,1,0.0,0,61,18.8,18478.45,30.7,1,0.2972,70,0
17984.28,817.42,17166.86,4068.74,2223.97,4068.74,2666.09,0.0,10432.03,44651.84,36,0.1519,1551.93,8880.1,0,0,0.0,0,111,3.1,1834.17,44.7,1,0.2443,76,1
10242.5,438.51,9803.99,3803.08,1527.21,3803.08,2023.96,0.0,3976.95,24937.4,24,0.2592,1342.55,2634.4,2,0,0.0,0,66,11.5,3038.24,68.1,1,0.411,59,0
6447.26,221.93,6225.33,1747.03,1185.63,1747.03,877.3,0.0,3601.0,12957.26,24,0.1517,629.33,2971.67,0,0,0.0,1,23,7.5,423.83,74.6,1,0.645,36,0
12919.17,476.85,12442.32,2873.45,1768.11,2873.45,2167.49,0.0,7401.38,25248.59,12,0.1901,2326.9,5074.48,0,2,4381.36,0,36,12.4,11070.48,81.1,1,0.5172,48,1
14305.86,579.62,13726.24,6534.23,1892.91,6534.23,1172.25,0.0,6019.76,30724.43,36,0.192,1129.36,4890.4,1,0,0.0,0,14,22.7,1597.34,52.2,1,0.3695,63,0
3522.55,145.65,3376.9,1099.05,983.77,1099.05,189.89,0.0,2087.96,7230.94,24,0.12,340.39,1747.57,0,1,0.0,0,34,15.7,1275.73,36.5,1,0.2697,73,1
5772.74,315.56,5457.18,2838.38,1135.66,2838.38,637.68,0.0,1981.12,11201.05,60,0.1981,295.57,1685.55,0,1,0.0,0,95,27.3,10512.43,47.3,1,0.2806,72,1
9684.26,462.94,9221.32,2720.23,1476.96,2720.23,276.32,0.0,6224.77,17131.94,12,0.2947,1665.72,4559.05,0,0,0.0,0,65,6.3,1108.55,12.3,1,0.1407,86,0
42150.53,5198.17,36952.36,14764.82,4261.72,14764.82,5609.82,0.0,16577.72,69692.62,60,0.2335,1978.58,14599.14,2,1,0.0,0,21,16.9,27766.85,27.3,1,0.2681,73,0
61197.41,10241.3,50956.11,30191.2,5661.21,30191.2,17680.53,0.0,3084.38,61494.84,48,0.2269,1960.42,1123.96,5,2,0.0,0,26,0.0,27660.6,82.4,1,0.7879,21,1
6651.89,344.43,6307.46,3499.26,1204.05,3499.26,580.47,0.0,2227.73,16909.91,48,0.2594,569.58,1658.15,0,0,0.0,0,64,16.6,4454.99,35.8,1,0.3215,68,1
5802.23,143.58,5658.65,1605.74,1137.65,1605.74,288.19,0.0,3764.72,2759.43,12,0.147,248.68,3516.04,0,2,0.0,0,21,0.0,1769.74,21.7,1,0.2685,73,1
5918.66,113.87,5804.79,1670.08,1145.51,1670.08,691.73,0.0,3442.98,12233.68,6,0.2752,2205.71,1237.27,0,2,0.0,1,54,0.0,2484.96,48.0,1,0.7356,26,0
13833.4,882.13,12951.27,5146.01,1850.39,5146.01,1496.59,0.0,6308.67,32184.92,6,0.12,5553.46,755.21,1,1,0.0,0,13,23.1,3103.7,43.1,1,0.7012,30,0
35237.67,2920.5,32317.17,14593.43,3694.87,14593.43,2075.4,0.0,15648.34,23004.05,36,0.2659,934.15,14714.19,2,0,0.0,0,14,21.9,25529.11,12.5,1,0.1579,84,0
20056.33,979.51,19076.82,5244.96,2410.45,5244.96,2762.57,0.0,11069.29,8589.82,48,0.2368,278.53,10790.76,0,2,0.0,1,31,8.4,9919.81,51.2,1,0.5846,42,1
2847.0,31.91,2815.09,656.07,938.17,938.17,331.01,0.0,1545.91,1370.52,60,0.2562,40.73,1505.18,0,0,0.0,0,43,10.4,3185.78,46.1,1,0.298,70,0
4089.47,92.76,3996.71,2270.94,1022.04,2270.94,225.51,0.0,1500.26,7971.23,12,0.2084,741.63,758.63,0,0,0.0,0,16,13.1,433.3,12.0,1,0.1605,84,0
7189.6,78.89,7110.71,2376.22,1252.44,2376.22,1085.22,846.32,2802.95,3162.63,36,0.12,105.04,2697.91,0,2,0.0,0,33,8.6,3683.91,47.9,1,0.4409,56,0
47211.68,4935.25,42276.43,22683.49,4676.74,22683.49,11846.93,0.0,7746.01,46354.32,24,0.2572,2490.73,5255.28,5,0,0.0,0,26,7.2,23743.53,74.8,1,0.5783,42,0
13135.22,494.86,12640.36,3184.01,1787.55,3184.01,1635.23,0.0,7821.12,9603.28,18,0.2383,639.77,7181.35,1,0,0.0,0,89,12.6,2610.69,31.4,1,0.1576,84,1
22699.61,1202.62,21496.99,11851.66,2648.34,11851.66,4136.28,2411.19,3097.86,31379.53,24,0.2107,1613.57,1484.29,2,2,0.0,1,20,9.3,14473.73,59.6,1,0.7987,20,1
11942.51,619.79,11322.72,4386.83,1680.21,4386.83,623.42,0.0,6312.47,31994.27,24,0.2579,1720.22,4592.25,1,0,0.0,0,63,10.5,8188.36,26.1,1,0.1639,84,1
38820.22,3900.31,34919.91,20241.3,3988.64,20241.3,9007.94,1958.7,3711.97,36572.35,36,0.1274,1227.74,2484.23,4,1,0.0,0,29,25.4,8364.53,58.9,1,0.5907,41,1
6100.82,208.6,5892.22,2938.37,1157.81,2938.37,1084.97,0.0,1868.88,10272.58,36,0.2606,414.21,1454.67,0,1,0.0,0,18,13.5,3594.04,78.8,1,0.5827,42,1
33138.78,3068.01,30070.77,8308.94,3522.76,8308.94,4149.17,0.0,17612.66,61920.96,36,0.2089,2329.34,15283.32,3,1,0.0,0,67,6.9,4834.71,31.5,1,0.3581,64,0
25237.29,1727.6,23509.69,7053.78,2874.84,7053.78,5131.7,0.0,11324.21,22353.85,12,0.291,2169.33,9154.88,4,1,0.0,0,40,5.1,20377.54,54.1,1,0.3872,61,0
22486.57,1671.92,20814.65,5464.17,2629.17,5464.17,3053.2,0.0,12297.28,38728.71,36,0.225,1489.06,10808.22,2,0,0.0,0,77,11.6,13664.85,42.2,1,0.1428,86,0
39661.24,4234.88,35426.36,17285.42,4057.6,17285.42,2532.35,0.0,15608.59,88270.17,12,0.2058,8201.18,7407.41,1,2,0.0,0,18,21.7,73098.93,23.9,1,0.3772,62,0
7089.76,194.35,6895.41,2039.92,1243.46,2039.92,386.75,0.0,4468.74,1886.65,60,0.255,55.93,4412.81,0,0,0.0,0,52,8.5,6645.3,7.7,1,0.1428,86,0
13040.81,350.15,12690.66,5745.8,1779.05,5745.8,2420.25,0.0,4524.61,3476.61,24,0.302,194.75,4329.86,3,2,0.0,0,28,11.8,54883.28,28.3,1,0.2382,76,0
1359.97,31.55,1328.42,400.0,837.8,837.8,66.99,0.0,423.63,1634.03,48,0.2054,50.2,373.43,1,0,0.0,0,6,16.7,2002.86,9.5,1,0.171,83,0
23546.56,1275.97,22270.59,8691.7,2724.57,8691.7,2655.66,0.0,10923.23,41421.98,24,0.2679,2248.18,8675.05,0,2,0.0,0,32,3.5,10372.1,53.9,1,0.4406,56,0
11445.14,503.38,10941.76,4789.91,1635.44,4789.91,1741.62,848.17,3562.06,11811.6,24,0.2192,612.32,2949.74,2,1,0.0,0,79,3.3,2782.42,41.9,1,0.3757,62,0
2388.99,50.28,2338.71,1825.79,907.26,1825.79,218.01,0.0,294.91,4116.01,12,0.2866,398.55,-103.64,1,0,0.0,0,43,3.6,746.83,10.4,0,0.7038,30,0
3800.83,38.01,3762.82,2343.02,1002.56,2343.02,136.74,0.0,1283.06,9202.34,36,0.2767,378.99,904.07,0,1,0.0,0,53,16.4,8606.99,30.2,1,0.358,64,0
11743.16,509.88,11233.28,2567.52,1662.26,2567.52,1067.99,0.0,7597.77,15418.81,24,0.2238,802.78,6794.99,0,0,0.0,1,42,17.6,11142.71,36.7,1,0.3941,61,0
24469.09,1731.07,22738.02,7309.8,2807.6,7309.8,4545.4,0.0,10882.82,70055.34,36,0.2635,2835.49,8047.33,1,1,0.0,0,19,12.5,2639.01,87.8,1,0.5003,50,0
6601.9,207.79,6394.11,2325.52,1199.55,2325.52,385.11,0.0,3683.48,16467.16,60,0.2219,456.61,3226.87,0,0,0.0,0,41,4.7,18523.34,21.5,1,0.1812,82,0
11163.17,458.01,10705.16,3481.91,1610.07,3481.91,944.65,0.0,6278.6,3295.92,12,0.2705,316.55,5962.05,0,0,0.0,0,27,14.1,20370.79,38.2,1,0.1593,84,0
76751.26,13610.22,63141.04,28861.25,6711.09,28861.25,27954.22,1305.96,5019.61,27328.31,18,0.2136,1787.85,3231.76,6,3,0.0,0,13,10.8,15439.16,97.5,1,0.7571,24,0
38135.85,3997.21,34138.64,19357.11,3932.52,19357.11,8056.28,941.18,5784.07,30542.5,60,0.1702,759.41,5024.66,4,4,9214.37,1,31,17.3,8633.6,46.5,1,0.8803,12,1
2452.65,33.16,2419.49,625.11,911.55,911.55,232.92,0.0,1275.02,6465.83,18,0.1652,408.01,867.01,0,1,0.0,0,29,21.1,1260.9,48.1,1,0.5202,48,0
5972.43,103.88,5868.55,2526.0,1149.14,2526.0,521.57,591.28,2229.7,2028.2,24,0.2333,106.55,2123.15,0,1,0.0,0,61,8.9,3144.17,41.1,1,0.4314,57,0
12565.09,620.58,11944.51,3119.56,1736.24,3119.56,2485.53,375.71,5963.71,8504.67,12,0.2956,827.24,5136.47,1,2,0.0,0,26,13.8,25178.23,79.0,1,0.4561,54,0
24354.28,1898.26,22456.02,12275.44,2797.27,12275.44,2278.32,0.0,7902.26,64126.45,12,0.2001,5940.75,1961.51,0,0,0.0,0,29,17.2,25775.46,54.3,1,0.3415,66,1
10330.75,452.38,9878.37,2968.22,1535.15,2968.22,1449.3,0.0,5460.85,4688.14,24,0.2193,243.04,5217.81,0,1,0.0,0,13,10.2,4640.07,55.5,1,0.3848,62,0
15633.01,739.76,14893.25,4318.0,2012.35,4318.0,2123.68,0.0,8451.57,39052.61,12,0.2632,3736.75,4714.82,0,0,0.0,0,65,8.4,4524.03,87.3,1,0.5554,44,0
1498.43,14.98,1483.45,880.6,847.14,880.6,242.2,0.0,360.65,3058.12,12,0.1715,279.13,81.52,0,0,0.0,0,49,27.1,103.88,46.4,1,0.4878,51,0
5091.06,208.82,4882.24,2519.56,1089.65,2519.56,916.55,0.0,1446.13,8418.87,18,0.2997,586.41,859.72,1,0,0.0,0,64,9.1,1086.12,54.7,1,0.4973,50,0
20641.91,843.45,19798.46,7066.72,2463.15,7066.72,2713.39,0.0,10018.35,36784.38,12,0.2847,3558.41,6459.94,2,0,0.0,0,44,4.4,24934.4,32.8,1,0.1545,85,1
14272.6,745.89,13526.71,5397.66,1889.91,5397.66,868.28,0.0,7260.77,29958.01,48,0.2861,1054.53,6206.24,0,0,0.0,0,20,18.7,12982.73,15.7,1,0.1534,85,0
45296.93,6149.31,39147.62,18369.06,4519.73,18369.06,9755.75,2481.46,8541.35,120000.0,36,0.2255,4616.94,3924.41,5,0,0.0,0,52,5.1,22372.32,44.3,1,0.4969,50,1
2511.05,55.29,2455.76,826.19,915.5,915.5,98.71,0.0,1441.55,3158.88,24,0.2018,161.06,1280.49,0,0,0.0,0,19,16.7,1413.84,13.1,1,0.1624,84,0
7846.34,275.99,7570.35,2779.54,1311.55,2779.54,1032.85,0.0,3757.96,2356.7,24,0.1697,116.49,3641.47,1,0,0.0,0,74,13.1,1746.23,42.6,1,0.3878,61,0
3903.68,106.89,3796.79,2165.61,1009.5,2165.61,441.56,0.0,1189.62,11339.67,24,0.2045,579.65,609.97,0,1,0.0,0,45,20.1,318.69,54.0,1,0.439,56,0
6731.35,213.99,6517.36,2396.66,1211.2,2396.66,436.33,599.63,3084.74,9528.1,12,0.1625,865.6,2219.14,0,1,367.73,0,7,16.6,6989.81,31.3,1,0.4048,60,1
1663.54,70.14,1593.4,1969.5,858.29,1969.5,99.13,272.27,-747.5,2671.26,12,0.1424,240.14,-987.64,0,0,0.0,0,67,6.6,119.48,10.7,0,0.9025,10,1
22626.93,1274.97,21351.96,6576.57,2641.8,6576.57,1659.97,0.0,13115.42,29599.08,18,0.2196,1945.0,11170.42,1,1,0.0,0,18,11.5,17224.02,19.6,1,0.1709,83,0
22944.87,1280.13,21664.74,8981.92,2670.42,8981.92,3108.18,0.0,9574.64,32677.15,12,0.2174,3054.35,6520.29,1,1,0.0,0,55,16.4,66488.0,49.5,1,0.2929,71,0
24718.44,1634.03,23084.41,10634.5,2830.04,10634.5,2053.65,0.0,10396.26,13249.01,12,0.32,1304.68,9091.58,1,0,0.0,0,8,25.7,3289.16,23.9,1,0.2872,71,0
9928.06,538.6,9389.46,4013.35,1498.91,4013.35,1452.22,0.0,3923.89,27174.2,48,0.12,715.6,3208.29,0,1,0.0,0,71,0.6,4501.33,69.6,1,0.5561,44,1
3953.6,70.88,3882.72,753.2,1012.87,1012.87,502.13,0.0,2367.72,1978.97,60,0.2904,62.86,2304.86,0,1,0.0,0,51,22.7,825.23,59.2,1,0.4437,56,0
24902.94,1845.05,23057.89,9155.48,2846.64,9155.48,2065.76,0.0,11836.65,33045.72,12,0.2708,3174.25,8662.4,1,2,0.0,0,15,18.7,3441.65,37.2,1,0.324,68,1
4146.73,144.44,4002.29,2338.02,1025.9,2338.02,228.66,0.0,1435.61,9107.61,36,0.2081,342.25,1093.36,1,1,0.0,0,15,22.3,417.6,36.9,1,0.2537,75,0
29675.12,2613.64,27061.48,9758.15,3238.74,9758.15,4471.06,2764.62,10067.65,42549.61,36,0.2639,1723.09,8344.56,3,0,0.0,0,16,10.2,6244.36,36.8,1,0.4005,60,1
3614.14,119.74,3494.4,662.08,989.95,989.95,392.72,0.0,2111.73,8135.24,12,0.3063,795.61,1316.12,0,0,0.0,0,98,0.0,3064.13,39.3,1,0.2447,76,1
12986.15,749.94,12236.21,2946.66,1774.13,2946.66,1558.44,0.0,7731.11,11600.48,24,0.1624,569.34,7161.77,0,2,0.0,0,41,18.3,7218.1,45.0,1,0.4427,56,1
45385.03,5352.23,40032.8,16156.07,4526.95,16156.07,9961.84,1436.9,12477.99,48825.39,36,0.1605,1717.74,10760.25,5,1,0.0,0,21,26.4,10307.33,40.1,1,0.4642,54,0
20553.53,1143.75,19409.78,5700.57,2455.2,5700.57,1906.9,0.0,11802.31,35716.01,6,0.2553,6403.73,5398.58,2,0,0.0,0,35,17.9,20241.93,26.8,1,0.2597,74,1
15549.6,788.07,14761.53,7343.79,2004.84,7343.79,1951.89,0.0,5465.85,25228.86,24,0.2511,1347.88,4117.97,2,1,0.0,0,83,0.0,8706.14,53.9,1,0.4661,53,0
13632.51,567.13,13065.38,6417.27,1832.31,6417.27,1150.92,279.52,5217.67,40738.96,60,0.2656,1233.26,3984.41,0,0,0.0,0,31,11.5,20764.05,29.5,1,0.2447,76,0
2128.09,95.55,2032.54,1831.7,889.65,1831.7,261.0,0.0,-60.16,1626.67,12,0.188,149.75,-209.91,0,0,0.0,0,41,10.5,2867.78,39.6,0,0.9403,6,1
13934.34,561.96,13372.38,5129.4,1859.47,5129.4,1607.61,864.77,5770.6,26223.15,60,0.2435,759.76,5010.84,0,1,0.0,0,26,14.8,4443.4,51.9,1,0.4986,50,0
25382.09,1920.71,23461.38,9595.73,2886.71,9595.73,6979.62,293.69,6592.34,56799.41,36,0.1919,2087.54,4504.8,3,2,0.0,0,9,10.5,26890.98,77.2,1,0.616,38,0
50202.49,5544.2,44658.29,15136.19,4919.05,15136.19,15236.56,1787.22,12498.32,102645.88,24,0.1664,5057.45,7440.87,4,2,4535.36,0,38,11.5,13303.82,91.9,1,0.8546,15,1
5112.39,140.98,4971.41,1480.85,1091.09,1480.85,600.75,582.19,2307.62,14665.17,6,0.201,2589.45,-281.83,0,1,0.0,0,30,12.6,840.01,57.5,0,0.9346,7,1
8254.31,250.01,8004.3,2778.08,1348.27,2778.08,1004.54,0.0,4221.68,3377.21,48,0.1598,95.68,4126.0,1,2,0.0,0,43,7.4,3041.01,59.0,1,0.3825,62,1
24173.68,1811.55,22362.13,7015.82,2781.01,7015.82,3193.7,0.0,12152.61,15847.83,12,0.12,1408.06,10744.55,0,1,0.0,0,98,0.0,13952.54,71.3,1,0.4779,52,1
20887.44,1419.72,19467.72,5112.26,2485.25,5112.26,1031.56,0.0,13323.9,44101.4,60,0.1859,1134.07,12189.83,0,3,296.03,0,49,8.5,8659.75,47.6,1,0.4314,57,0
9877.1,502.74,9374.36,4923.42,1494.32,4923.42,1448.58,0.0,3002.36,27346.13,60,0.15,650.54,2351.82,1,1,0.0,0,61,17.4,4010.61,51.3,1,0.5493,45,1
5326.93,213.58,5113.35,2125.54,1105.57,2125.54,375.88,0.0,2611.93,7301.43,36,0.1874,266.7,2345.23,0,2,3369.19,1,50,8.0,3831.0,24.5,1,0.4683,53,1
11281.8,441.76,10840.04,5149.11,1620.74,5149.11,1876.61,0.0,3814.32,17158.94,24,0.1454,828.21,2986.11,1,1,0.0,0,14,17.2,1169.36,55.8,1,0.4068,59,0
7528.38,166.52,7361.86,2107.37,1282.93,2107.37,901.81,0.0,4352.68,9845.16,36,0.1672,349.63,4003.05,1,0,0.0,0,19,11.2,7344.44,44.5,1,0.2683,73,0
6156.86,124.82,6032.04,3101.29,1161.59,3101.29,224.67,0.0,2706.08,12732.89,36,0.2259,490.14,2215.94,0,3,0.0,0,49,17.8,3822.0,17.6,1,0.2897,71,1
4260.12,116.73,4143.39,1337.46,1033.56,1337.46,1043.49,0.0,1762.44,7762.29,18,0.2298,513.89,1248.55,2,3,793.83,1,8,7.6,1771.26,96.5,1,0.9437,6,1
2014.88,42.33,1972.55,601.19,882.0,882.0,282.55,0.0,808.0,2984.71,24,0.3131,168.91,639.09,1,4,0.0,0,15,26.4,8128.19,57.9,1,0.6812,32,1
39682.83,4161.99,35520.84,13719.96,4059.37,13719.96,10365.1,0.0,11435.78,21959.58,12,0.1861,2019.61,9416.17,5,1,0.0,0,41,8.6,16486.62,54.1,1,0.3481,65,0
4642.12,92.2,4549.92,1789.55,1059.34,1789.55,853.3,0.0,1907.07,2298.85,48,0.3053,83.48,1823.59,0,1,0.0,0,40,15.3,547.12,72.5,1,0.3967,60,1
3885.25,147.33,3737.92,1986.19,1008.25,1986.19,490.89,0.0,1260.84,1852.7,60,0.2389,53.18,1207.66,2,0,0.0,0,7,10.6,88.51,39.7,1,0.1835,82,1
6578.25,97.0,6481.25,3146.8,1197.42,3146.8,678.07,660.51,1995.87,8591.53,18,0.1516,536.64,1459.23,0,0,0.0,0,42,10.6,8598.12,26.0,1,0.3157,68,1
7372.34,186.63,7185.71,2577.76,1268.89,2577.76,762.55,0.0,3845.4,18492.97,48,0.2651,628.88,3216.52,1,0,0.0,0,19,4.4,1932.44,15.5,1,0.1429,86,1
52902.05,6380.7,46521.35,26437.57,5101.27,26437.57,14597.11,0.0,5486.67,50008.33,24,0.2158,2583.92,2902.75,6,2,0.0,0,67,0.0,32441.32,64.0,1,0.6019,40,1
34921.31,3133.74,31787.57,8229.28,3668.93,8229.28,5387.82,0.0,18170.47,69759.38,12,0.307,6824.77,11345.7,2,2,0.0,0,21,24.2,66475.87,43.9,1,0.3517,65,0
6388.63,265.26,6123.37,3520.51,1180.36,3520.51,784.66,621.28,1196.92,18949.44,24,0.3143,1073.55,123.37,0,0,0.0,0,41,11.0,10654.95,62.8,1,0.472,53,1
8574.05,265.67,8308.38,4436.48,1377.04,4436.48,1241.51,527.22,2103.17,7716.22,24,0.1946,390.68,1712.49,2,2,0.0,1,31,0.0,3678.14,45.6,1,0.6506,35,0
9430.52,346.68,9083.84,3719.44,1454.13,3719.44,1155.78,0.0,4208.62,27958.0,12,0.2241,2622.29,1586.33,0,0,0.0,0,65,5.9,7101.55,70.0,1,0.5089,49,1
1407.94,34.83,1373.11,990.02,841.04,990.02,26.76,352.04,4.29,1785.87,36,0.1245,59.7,-55.41,0,0,0.0,0,19,3.5,538.38,13.3,0,0.8817,12,1
8034.01,235.57,7798.44,3858.25,1328.44,3858.25,1137.45,0.0,2802.74,20515.18,6,0.1387,3558.88,-756.14,1,0,0.0,0,13,22.0,4959.22,51.0,0,0.9124,9,1
4237.29,119.27,4118.02,400.0,1032.02,1032.02,367.66,0.0,2718.34,10374.68,24,0.259,558.41,2159.93,0,0,0.0,0,34,15.6,1358.33,49.6,1,0.4357,56,0
3124.45,76.18,3048.27,1341.92,956.9,1341.92,170.11,0.0,1536.24,7433.13,18,0.1765,473.03,1063.21,1,1,0.0,0,89,7.4,568.83,18.3,1,0.2194,78,0
12655.99,399.11,12256.88,6282.98,1744.42,6282.98,2335.53,0.0,3638.37,17657.64,60,0.2369,504.8,3133.57,1,2,0.0,0,109,20.4,4444.71,63.6,1,0.4747,53,1
2920.07,49.0,2871.07,1387.33,943.1,1387.33,370.41,0.0,1113.33,7496.15,36,0.2254,288.39,824.94,0,0,0.0,0,62,13.4,694.69,46.1,1,0.3094,69,1
2797.94,69.11,2728.83,911.11,934.86,934.86,304.53,0.0,1489.44,4565.95,36,0.2023,170.21,1319.23,0,0,0.0,0,68,18.9,1006.28,47.5,1,0.2277,77,0
24794.99,2042.39,22752.6,6071.11,2836.93,6071.11,3159.52,760.44,12761.53,12338.75,24,0.17,610.08,12151.45,2,0,0.0,0,15,14.7,7228.31,37.5,1,0.2734,73,1
7989.23,362.62,7626.61,2312.91,1324.41,2312.91,1141.68,0.0,4172.02,19885.01,36,0.2053,744.39,3427.63,2,0,0.0,0,9,18.8,16761.45,21.4,1,0.1499,85,0
3505.19,153.06,3352.13,1967.74,982.6,1967.74,261.82,0.0,1122.57,3407.38,36,0.2265,131.28,991.29,0,0,0.0,0,16,16.6,2837.98,46.5,1,0.2512,75,0
3953.4,112.88,3840.52,1778.7,1012.85,1778.7,439.69,289.67,1332.46,2169.15,24,0.2109,111.55,1220.91,0,1,0.0,0,27,3.9,2189.35,47.9,1,0.2427,76,0
10471.9,355.05,10116.85,4241.47,1547.85,4241.47,470.16,255.06,5150.16,9784.1,18,0.2154,640.94,4509.22,1,2,0.0,1,20,14.9,5590.48,20.8,1,0.4214,58,1
7107.12,213.19,6893.93,2079.41,1245.02,2079.41,594.66,0.0,4219.86,17238.3,6,0.1901,3034.48,1185.38,0,0,0.0,0,53,13.1,9417.38,45.6,1,0.3684,63,0
33288.01,2899.25,30388.76,12039.54,3535.0,12039.54,5637.58,0.0,12711.64,94276.26,18,0.2013,6111.55,6600.09,2,1,0.0,0,23,21.2,1948.67,64.4,1,0.5287,47,0
35832.4,3216.05,32616.35,8077.72,3743.64,8077.72,7328.68,0.0,17209.95,76903.45,12,0.2456,7292.88,9917.07,3,1,0.0,1,6,3.5,5940.78,52.5,1,0.7251,27,0
9359.38,368.95,8990.43,3522.7,1447.72,3522.7,415.67,0.0,5052.06,8868.54,36,0.1915,325.76,4726.3,0,3,0.0,0,38,14.4,7098.02,22.7,1,0.4364,56,0
11250.45,495.54,10754.91,4928.25,1617.92,4928.25,1559.58,0.0,4267.08,31724.98,60,0.2156,868.34,3398.74,1,3,0.0,0,93,17.1,1350.31,56.5,1,0.7321,27,1
22501.56,1187.31,21314.25,8210.46,2630.52,8210.46,2864.32,509.19,9730.28,30218.94,36,0.212,1141.6,8588.68,1,0,0.0,0,103,15.0,30907.94,52.4,1,0.2096,79,0
16019.33,979.17,15040.16,5990.3,2047.12,5990.3,2026.4,0.0,7023.46,38372.78,12,0.1502,3463.81,3559.65,0,0,0.0,0,50,17.4,22435.32,61.5,1,0.3621,64,0
6550.6,72.34,6478.26,1035.73,1194.93,1194.93,519.9,506.53,4256.9,1939.57,60,0.2554,57.54,4199.36,0,1,0.0,0,31,9.8,1807.59,31.1,1,0.3047,70,0
4604.71,105.47,4499.24,2581.66,1056.82,2581.66,576.33,0.0,1341.25,5846.01,24,0.2974,326.09,1015.16,0,3,1487.96,0,55,0.0,1749.63,61.9,1,0.5015,50,1
9339.31,439.32,8899.99,2786.5,1445.92,2786.5,1754.99,0.0,4358.5,13976.99,24,0.32,795.95,3562.55,1,1,0.0,0,29,22.9,3764.81,71.0,1,0.5042,50,1
18121.27,1104.32,17016.95,5820.44,2236.29,5820.44,1861.63,0.0,9334.88,17654.26,24,0.2329,927.19,8407.69,1,0,0.0,0,47,0.0,72652.09,9.5,1,0.0981,90,0
2237.19,36.58,2200.61,400.0,897.01,897.01,335.01,0.0,968.59,4581.83,12,0.312,449.37,519.22,0,1,0.0,0,14,0.1,2833.26,54.5,1,0.5059,49,0
11635.8,701.49,10934.31,4594.5,1652.6,4594.5,2027.96,0.0,4311.85,15538.41,36,0.3197,676.47,3635.38,0,0,5949.06,0,17,6.1,4663.42,58.5,1,0.5406,46,0
8708.57,259.15,8449.42,3466.22,1389.15,3466.22,1250.62,474.24,3258.34,4119.54,18,0.2317,273.11,2985.23,1,0,0.0,0,104,15.1,2564.75,61.3,1,0.3559,64,1
11838.28,248.9,11589.38,4796.9,1670.83,4796.9,1001.5,0.0,5790.98,24712.48,36,0.2084,928.95,4862.03,0,0,0.0,0,38,20.3,20036.64,28.1,1,0.2974,70,0
7170.32,253.13,6917.19,3257.86,1250.71,3257.86,745.83,0.0,2913.5,6423.65,18,0.2698,437.87,2475.63,0,2,0.0,0,67,17.8,9019.6,45.4,1,0.394,61,0
